 Sample   Time     Commanded Pos   Encoder 2 Pos   Control Effort
  2882   10.207         36.5313       -715.6563          0.3565;
  2883   10.211         37.1875       -722.1250          0.3632;
  2884   10.214         37.8750       -727.6563          0.3700;
  2885   10.218         38.5313       -733.0938          0.3761;
  2886   10.221         39.1563       -738.3438          0.3822;
  2887   10.225         39.7813       -742.9375          0.3883;
  2888   10.228         40.4063       -747.1563          0.3944;
  2889   10.232         41.0000       -751.7813          0.4005;
  2890   10.235         41.5938       -755.3750          0.4060;
  2891   10.239         42.1875       -759.4688          0.4121;
  2892   10.243         42.7188       -762.7500          0.4170;
  2893   10.246         43.2813       -766.4063          0.4225;
  2894   10.250         43.8125       -769.4063          0.4280;
  2895   10.253         44.3125       -771.5313          0.4328;
  2896   10.257         44.8125       -774.4688          0.4377;
  2897   10.260         45.2813       -776.3438          0.4420;
  2898   10.264         45.7500       -778.3750          0.4469;
  2899   10.267         46.1875       -779.3750          0.4512;
  2900   10.271         46.6250       -780.9375          0.4554;
  2901   10.274         47.0313       -782.0313          0.4591;
  2902   10.278         47.4375       -782.5000          0.4634;
  2903   10.281         47.8125       -783.0625          0.4670;
  2904   10.285         48.1563       -783.5000          0.4701;
  2905   10.289         48.5000       -783.5000          0.4737;
  2906   10.292         48.8438       -783.5000          0.4768;
  2907   10.296         49.1250       -783.5000          0.4799;
  2908   10.299         49.4063       -782.0000          0.4823;
  2909   10.303         49.6875       -780.4375          0.4853;
  2910   10.306         49.9063       -779.1875          0.4872;
  2911   10.310         50.1250       -776.8438          0.4896;
  2912   10.313         50.3438       -774.8125          0.4915;
  2913   10.317         50.5313       -772.0625          0.4933;
  2914   10.320         50.6875       -769.4063          0.4951;
  2915   10.324         50.8125       -766.3438          0.4963;
  2916   10.328         50.9375       -763.4063          0.4976;
  2917   10.331         51.0313       -759.7188          0.4982;
  2918   10.335         51.0938       -755.9063          0.4988;
  2919   10.338         51.1563       -751.9688          0.4994;
  2920   10.342         51.1875       -747.6875          0.5000;
  2921   10.345         51.1875       -743.3125          0.5000;
  2922   10.349         51.1563       -738.8750          0.4994;
  2923   10.352         51.1250       -733.1563          0.4994;
  2924   10.356         51.0625       -728.2813          0.4988;
  2925   10.359         50.9688       -723.1250          0.4976;
  2926   10.363         50.8750       -716.6875          0.4969;
  2927   10.366         50.7188       -711.2500          0.4951;
  2928   10.370         50.5625       -704.9063          0.4939;
  2929   10.374         50.4063       -698.9375          0.4921;
  2930   10.377         50.2188       -691.8750          0.4902;
  2931   10.381         50.0000       -684.5625          0.4884;
  2932   10.384         49.7500       -677.6875          0.4860;
  2933   10.388         49.5000       -670.4063          0.4835;
  2934   10.391         49.2188       -663.0000          0.4805;
  2935   10.395         48.9375       -655.1875          0.4780;
  2936   10.398         48.6250       -647.2188          0.4750;
  2937   10.402         48.2813       -639.0313          0.4713;
  2938   10.405         47.9375       -630.7188          0.4683;
  2939   10.409         47.5625       -621.9063          0.4646;
  2940   10.413         47.1875       -612.9688          0.4609;
  2941   10.416         46.7813       -604.3125          0.4567;
  2942   10.420         46.3438       -595.4688          0.4524;
  2943   10.423         45.9063       -586.1250          0.4481;
  2944   10.427         45.4375       -576.4688          0.4438;
  2945   10.430         44.9688       -566.9375          0.4389;
  2946   10.434         44.4688       -556.5938          0.4341;
  2947   10.437         43.9688       -547.3125          0.4292;
  2948   10.441         43.4375       -536.9375          0.4243;
  2949   10.444         42.9063       -526.9688          0.4188;
  2950   10.448         42.3438       -516.4375          0.4133;
  2951   10.451         41.7813       -506.2188          0.4078;
  2952   10.455         41.2188       -495.5313          0.4023;
  2953   10.459         40.6250       -484.5000          0.3968;
  2954   10.462         40.0000       -473.7188          0.3907;
  2955   10.466         39.3750       -462.3125          0.3846;
  2956   10.469         38.7500       -451.2500          0.3785;
  2957   10.473         38.0938       -439.5313          0.3718;
  2958   10.476         37.4063       -427.7813          0.3651;
  2959   10.480         36.7500       -416.0625          0.3590;
  2960   10.483         36.0625       -404.0625          0.3523;
  2961   10.487         35.3438       -392.1875          0.3449;
  2962   10.490         34.6250       -380.0313          0.3382;
  2963   10.494         33.9063       -367.9688          0.3309;
  2964   10.498         33.1875       -355.6563          0.3242;
  2965   10.501         32.4375       -343.3438          0.3168;
  2966   10.505         31.6875       -331.0625          0.3095;
  2967   10.508         30.9063       -317.9688          0.3016;
  2968   10.512         30.1250       -305.3750          0.2943;
  2969   10.515         29.3438       -292.3750          0.2863;
  2970   10.519         28.5625       -279.5313          0.2790;
  2971   10.522         27.7500       -266.4375          0.2711;
  2972   10.526         26.9375       -252.6875          0.2631;
  2973   10.529         26.0938       -239.8125          0.2546;
  2974   10.533         25.2813       -226.7813          0.2466;
  2975   10.536         24.4375       -212.6875          0.2387;
  2976   10.540         23.5938       -199.7188          0.2302;
  2977   10.544         22.7188       -186.3750          0.2216;
  2978   10.547         21.8750       -172.5313          0.2137;
  2979   10.551         21.0000       -159.3750          0.2051;
  2980   10.554         20.1250       -145.8125          0.1966;
  2981   10.558         19.2500       -132.0313          0.1880;
  2982   10.561         18.3438       -118.1875          0.1789;
  2983   10.565         17.4688       -104.5000          0.1703;
  2984   10.568         16.5625        -90.9375          0.1618;
  2985   10.572         15.6563        -76.5313          0.1526;
  2986   10.575         14.7500        -63.0313          0.1441;
  2987   10.579         13.8438        -49.1250          0.1349;
  2988   10.583         12.9375        -35.5313          0.1264;
  2989   10.586         12.0000        -21.5938          0.1172;
  2990   10.590         11.0938         -8.1875          0.1081;
  2991   10.593         10.1563          5.0625          0.0989;
  2992   10.597          9.2188         19.1563          0.0897;
  2993   10.600          8.2813         32.2188          0.0806;
  2994   10.604          7.3438         45.2188          0.0714;
  2995   10.607          6.4063         59.2813          0.0623;
  2996   10.611          5.4688         72.1875          0.0531;
  2997   10.614          4.5313         85.2188          0.0440;
  2998   10.618          3.5938         99.3125          0.0348;
  2999   10.621          2.6250        112.3438          0.0256;
  3000   10.625          1.6875        125.5938          0.0165;
  3001   10.629          0.7500        139.4688          0.0073;
  3002   10.632         -0.1875        152.3438         -0.0018;
  3003   10.636         -1.1563        165.1563         -0.0116;
  3004   10.639         -2.0938        178.7500         -0.0208;
  3005   10.643         -3.0313        191.3750         -0.0299;
  3006   10.646         -3.9688        204.0625         -0.0391;
  3007   10.650         -4.9375        216.5625         -0.0482;
  3008   10.653         -5.8750        228.8750         -0.0574;
  3009   10.657         -6.8125        241.6250         -0.0665;
  3010   10.660         -7.7500        253.7188         -0.0757;
  3011   10.664         -8.6875        266.2500         -0.0849;
  3012   10.668         -9.6250        278.0625         -0.0940;
  3013   10.671        -10.5313        290.3125         -0.1032;
  3014   10.675        -11.4688        301.8438         -0.1123;
  3015   10.678        -12.4063        313.7188         -0.1215;
  3016   10.682        -13.3125        324.8438         -0.1300;
  3017   10.685        -14.2188        336.3750         -0.1392;
  3018   10.689        -15.1250        347.5313         -0.1477;
